Id,height,weight
193,65.59897,111.5773
194,67.39488,108.6014
195,69.47786,129.6483
196,67.67519,134.1054
197,68.5612,133.2161
198,69.6254,131.1821
199,68.28689,135.0333
200,68.94276,135.2118
201,65.11113,139.1882
202,69.08438,127.0724
203,69.35197,123.6344
204,69.77827,118.6649
205,69.80498,151.548
206,64.7488,136.3069
207,69.07965,124.0522
208,71.74579,148.3826
209,68.51708,125.1696
210,65.24486,119.642
211,67.91544,139.3144
212,67.29212,142.3005
213,69.88334,133.8676
214,71.00788,143.4924
215,67.9501,110.3671
216,65.46233,101.7174
217,68.9074,121.8405
218,67.8618,122.2685
219,67.26833,122.3568
220,68.99077,125.7211
221,68.92581,110.0091
222,66.66413,118.4386
223,68.18689,116.6239
224,70.96078,138.1647
225,69.24794,125.3082
226,68.51561,122.5108
227,66.40732,111.0917
228,69.10032,140.3478
229,69.70668,125.4368
230,66.07982,104.0078
231,67.32597,135.9051
232,68.87881,143.5392
233,66.12824,130.6234
234,67.0502,143.097
235,64.60008,113.2583
236,67.20582,112.23
237,66.07277,123.7771
238,68.06372,123.56
239,67.30874,135.062
240,69.37798,153.3498
241,66.57575,127.931
242,69.74848,138.0935
243,68.12343,118.1774
244,64.81954,99.80369
245,68.45736,121.5602
246,70.00856,126.6624
247,67.76797,116.0487
248,68.38893,112.4658
249,68.52314,146.2621
250,69.54378,136.0772
251,68.8942,135.3984
252,69.15551,152.127
253,67.26086,120.1009
254,68.90478,120.921
255,68.42739,133.4786
256,69.07345,156.9797
257,71.86882,124.1575
258,66.67599,122.0323
259,67.86012,116.6222
260,70.87098,136.8526
261,68.20992,143.3398
262,67.59674,125.118
263,67.30654,136.3496
264,69.08049,137.2105
265,71.00101,135.5008
266,65.59808,122.1915
267,71.1465,131.7157
268,67.09232,138.4092
269,65.16672,108.6499
270,67.20849,131.6754
271,68.38857,153.2032
272,67.9803,132.8359
273,69.2047,140.5522
274,65.97479,113.5152
275,68.74193,116.7499
276,65.76272,118.194
277,62.01666,109.0848
278,65.05533,125.8786
279,65.17403,125.2493
280,68.26749,122.9496
281,67.17586,115.5093
282,71.0256,126.3278
283,70.20339,137.6673
284,69.09147,131.6457
285,65.92524,135.0721
286,66.43547,118.2885
287,68.65041,144.86
288,69.6757,134.3107
289,67.07925,137.0927
290,69.37216,124.5841
291,67.30477,123.9033
292,65.35569,125.5137
293,68.87387,122.7388
294,70.61722,131.0053
295,70.19356,148.1844
296,68.57138,138.3081
297,69.21256,120.7853
298,68.33274,137.9826
299,66.86786,123.6055
300,66.26559,132.9041
301,67.02309,126.8851
302,66.37498,122.0791
303,68.9421,118.0776
304,65.84644,114.6007
305,68.60374,145.1284
306,68.43352,97.83008
307,68.71036,126.5518
308,69.72637,122.6604
309,68.26431,124.0211
310,68.0793,130.2869
311,65.54023,117.5058
312,66.88569,130.0115
313,66.12667,114.907
314,65.73096,124.0377
315,70.27495,135.9954
316,68.13272,126.5551
317,68.04005,117.5716
318,67.24533,122.5965
319,68.05335,120.2172
320,67.70635,119.8849
321,71.88803,147.8657
322,70.31889,126.6473
323,68.54457,133.0212
324,67.44271,142.4967
325,66.13711,118.1549
326,70.02453,106.5897
327,69.23248,132.5571
328,69.04682,141.238
329,69.57565,134.8488
330,65.30966,123.9832
331,66.09817,117.8259
332,67.42176,119.9688
333,67.61141,113.2781
334,67.99597,124.7397
335,71.64536,122.4384
336,64.35103,132.7265
337,65.51837,133.997
338,70.58364,135.3762
339,68.17805,123.2437
340,65.3068,129.9528
341,64.62267,110.5318
342,68.11498,136.6981
343,67.96947,105.7521
344,67.19635,120.2431
345,69.44904,126.7259
346,64.78426,96.84397
347,70.92362,142.0399
348,67.63863,117.784
349,72.01515,138.7758
350,69.15034,127.5277
351,65.67533,95.8643
352,68.56296,129.1019
353,66.60043,130.1472
354,66.76888,109.2297
355,66.45796,133.9175
356,68.07289,129.6271
357,67.37365,107.4966
358,67.37954,122.8752
359,68.44603,110.3778
360,67.69871,127.2036
361,72.08529,148.5511
362,68.85531,113.9658
363,66.05144,119.3036
364,72.33364,133.6214
365,66.20537,116.068
366,69.66247,133.9579
367,68.18153,128.3747
368,70.92408,140.4445
369,69.48146,128.6789
370,69.65526,151.1571
371,68.00746,119.2101
372,68.97033,135.912
373,68.28771,142.5192
374,68.49506,122.879
375,69.37225,124.8294
376,64.83179,112.8573
377,67.80396,139.6093
378,69.60375,136.9242
379,65.27402,123.5437
380,64.13956,93.09256
381,68.14798,140.0075
382,68.28765,126.7902
383,64.76018,123.5229
384,67.14612,122.8747
385,67.42626,110.1731
386,68.07996,128.6478
387,66.74124,121.5255
388,66.97235,112.1711
389,67.28023,124.094
390,64.85395,111.9585
391,69.68057,138.3259
392,67.42837,127.2159
393,68.70678,128.4009
394,70.35282,130.4261
395,66.87892,122.5671
396,66.30367,106.1037
397,67.91643,134.0842
398,65.65432,121.643
399,70.86714,127.3425
400,66.90136,127.7358
401,72.04364,141.8397
402,68.6366,132.6351
403,65.79023,123.2118
404,66.62148,151.6121
405,67.59082,110.7189
406,70.11684,148.1291
407,67.54948,111.8586
408,66.19745,119.4549
409,72.0594,148.9722
410,67.53601,127.3499
411,68.02558,121.6909
412,67.28425,125.0764
413,63.46219,131.6278
414,69.22848,121.1672
415,70.50547,131.9548
416,66.98559,124.8642
417,69.48508,123.7083
418,68.44566,124.6497
419,68.2079,109.8398
420,64.51717,114.9571
421,65.63755,126.3297
422,71.58625,155.8226
423,66.05177,124.9625
424,66.36863,134.281
425,68.15041,125.8468
426,66.94935,128.028
427,65.4048,121.4187
428,68.78436,125.2964
429,67.29306,124.5546
430,67.23886,142.0396
431,66.91364,126.6312
432,68.57242,106.2736
433,68.11235,122.6629
434,67.26404,121.9478
435,67.58447,125.4967
436,69.10276,135.8762
437,69.63647,131.0505
438,69.29774,136.554
439,66.53104,139.6883
440,67.61492,134.6768
441,66.17491,121.7871
442,66.90633,112.5183
443,66.71224,108.9156
444,67.59199,123.0037
445,69.24356,155.8277
446,67.44849,139.9993
447,67.36138,134.9196
448,69.54348,138.795
449,66.30788,114.9262
450,68.16944,128.8536
451,63.43652,126.3691
452,64.84823,121.4686
453,65.89796,116.9465
454,64.4832,117.5189
455,69.08259,120.4445
456,66.65442,127.9094
457,66.49245,109.2367
458,71.08333,130.1898
459,66.36326,116.8585
460,69.10289,139.7602
461,66.55636,124.4
462,70.22831,144.6741
463,69.54154,125.8526
464,67.74068,113.6562
465,71.81975,137.4948
466,71.92922,135.987
467,70.21997,121.1117
468,66.83514,104.2224
469,67.63533,116.7036
470,67.98365,120.6916
471,68.16608,137.8016
472,67.60759,132.4966
473,68.61263,145.4779
474,67.19175,135.4273
475,66.60066,131.2614
476,70.81716,137.0278
477,67.29744,111.402
478,69.86454,151.4865
479,69.81014,123.0582
480,72.3593,119.509
481,73.40755,129.8191
482,68.42995,132.477
483,68.48246,159.2052
484,70.10091,140.0683
485,68.37383,124.5664
486,68.51303,138.9157
487,67.09671,144.4419
488,68.76397,116.1651
489,66.95571,114.573
490,67.83781,148.7128
491,69.96933,133.341
492,69.17547,142.2736
493,70.21339,132.8196
494,68.62495,130.4401
495,67.40773,155.2615
496,69.68146,129.8956
497,69.23837,140.1161
498,68.22827,122.7364
499,67.24037,112.4023
500,67.66684,137.4976
501,66.60467,117.4884
502,69.04345,143.0016
503,68.63357,109.6821
504,68.30452,122.0263
505,67.1793,131.9955
506,70.1609,118.3303
507,67.78989,120.7787
508,69.75259,140.9001
509,66.99931,114.139
510,69.56655,133.0219
511,66.13636,116.5107
512,66.09344,143.7256
513,68.57647,120.5964
514,68.46766,116.7778
515,71.0885,134.7542
516,69.42921,124.1743
517,68.64395,136.5972
518,67.02379,137.789
519,68.57876,148.3076
520,63.62972,123.3694
521,67.31225,117.6954
522,66.13184,118.5572
523,64.71388,101.4857
524,66.44205,145.5992
525,66.18342,126.6479
526,66.69164,116.7514
527,69.72054,125.5533
528,68.74671,126.0762
529,69.91684,132.766
530,69.08371,133.6883
531,64.87434,102.0927
532,71.63342,133.7823
533,70.28184,140.9463
534,66.17765,108.006
535,70.80766,144.2022
536,68.13285,118.1504
537,64.11532,133.1515
538,67.2883,132.4893
539,64.39313,123.2547
540,69.21797,134.1583
541,68.14057,121.5594
542,70.28061,119.1562
543,69.82977,150.7596
544,65.42104,132.8507
545,65.54236,129.4864
546,68.16669,147.874
547,65.91925,119.0062
548,66.34608,112.6472
549,66.63013,118.1453
550,66.78068,119.4823
551,71.35262,149.7034
552,69.68547,129.6884
553,68.91932,125.2193
554,66.21851,129.637
555,66.69388,109.0486
556,67.09034,116.1753
557,66.44573,128.19
558,65.65855,111.0068
559,70.81757,145.2176
560,71.09122,139.2202
561,69.02832,144.247
562,69.52284,129.724
563,66.72044,115.1936
564,66.98566,127.6126
565,67.13026,123.9607
566,66.34056,125.5225
567,65.22883,117.7991
568,66.81973,111.675
569,66.09202,109.7177
570,69.48989,129.9777
571,68.87993,122.4194
572,72.4691,152.1181
573,69.31822,136.0998
574,64.84494,125.1476
575,67.15119,127.6184
576,67.44687,123.1274
577,68.65855,127.6595
578,71.31566,122.9654
579,67.41853,123.4532
580,65.76106,113.6272
581,66.65813,127.9335
582,66.04124,129.9792
583,67.33278,111.0307
584,72.00385,126.9701
585,70.58559,140.6903
586,68.60209,126.7976
587,69.50518,140.0956
588,68.92179,132.3365
589,66.55058,125.0959
590,67.42499,136.4474
591,70.48939,129.9018
592,65.4054,129.794
593,67.85116,124.6758
594,67.43294,122.0795
595,65.22518,120.5247
596,68.20788,130.6784
597,70.16181,133.7963
598,66.18026,122.4841
599,64.63061,121.5164
600,69.2288,123.1361
601,70.30804,139.5592
602,66.65974,100.292
603,67.59655,113.7564
604,68.2034,117.484
605,66.30217,125.448
606,67.70673,110.4494
607,67.85377,109.7363
608,66.5787,130.5048
609,65.00255,127.5117
610,70.63864,136.1993
611,68.97519,128.6123
612,65.53954,119.8531
613,70.80235,140.4798
614,71.40024,118.804
615,67.12772,133.4775
616,67.64244,135.1131
617,66.13335,119.3266
618,65.46606,106.7027
619,70.77144,120.9803
620,66.51131,122.9418
621,67.62189,123.3117
622,67.53395,144.4339
623,66.28735,116.4058
624,68.36325,93.56304
625,67.95677,130.6981
626,68.49113,120.9934
627,66.85582,122.8987
628,68.37902,133.9223
629,70.12447,138.252
630,67.20373,120.0823
631,68.54559,123.3066
632,68.2376,118.9982
633,69.75765,118.3588
634,71.10476,114.7871
635,69.73059,143.4439
636,67.25235,127.1944
637,70.16053,123.3076
638,68.79547,128.0733
639,68.05329,125.4398
640,69.33963,140.6288
641,65.51992,111.0786
642,69.37167,130.0714
643,67.48449,123.0402
644,66.88722,133.6719
645,72.46054,139.538
646,67.83732,115.3943
647,69.8972,148.2548
648,68.07466,139.4078
649,66.90106,132.9048
650,67.26935,116.3762
651,65.7031,127.4051
652,67.46962,122.3518
653,68.0485,139.8643
654,65.54201,131.28
655,71.33619,141.8512
656,69.08538,127.8524
657,67.43331,102.8806
658,68.45399,108.1145
659,68.92267,144.0831
660,65.95774,127.8589
661,68.04394,129.1908
662,67.90904,129.8693
663,67.16576,143.1687
664,66.93918,112.5864
665,65.67776,122.0686
666,66.70216,120.8874
667,67.63923,135.8226
668,68.79074,139.2679
669,64.35721,111.8923
670,67.87778,112.5046
671,68.44809,119.1946
672,66.09004,125.3156
673,66.32895,120.6915
674,66.49335,123.1309
675,67.09517,139.1474
676,68.91361,119.7951
677,68.44482,131.4924
678,70.16349,136.7408
679,66.42765,120.6609
680,68.42484,131.4501
681,69.86404,144.6551
682,65.71652,120.607
683,69.12972,130.6309
684,68.82236,122.6466
685,68.89269,144.723
686,66.93464,127.6499
687,69.38655,133.4961
688,67.28621,124.0352
689,67.78329,126.7556
690,68.33065,118.0593
691,66.62187,120.3299
692,67.83312,117.2119
693,67.36934,136.9061
694,70.53942,148.3832
695,70.16115,124.8956
696,68.29677,125.902
697,67.63802,129.4889
698,67.56584,136.2134
699,66.77899,122.0006
700,67.38237,106.1247
701,67.48024,130.5948
702,65.46827,110.4915
703,67.08274,145.5487
704,68.20687,122.5181
705,66.87471,124.1839
706,65.43279,132.7763
707,70.01551,129.615
708,68.83511,133.5565
709,67.47237,119.3153
710,70.87256,136.9799
711,72.8469,151.4509
712,71.55734,146.4177
713,64.24214,121.6365
714,69.42099,145.046
715,67.47153,115.3734
716,65.68838,119.2997
717,66.07042,107.3307
718,70.09777,148.3039
719,65.40144,111.9967
720,63.56132,118.8125
721,66.91548,125.9147
722,67.80506,124.4279
723,66.75437,112.4253
724,71.65878,130.4121
725,65.63126,139.7057
726,67.99889,138.6031
727,67.85523,132.0323
728,65.99617,123.9677
729,65.13204,122.8043
730,68.54535,126.4914
731,70.61107,136.0144
732,68.97099,122.6575
733,68.59114,142.5636
734,66.25512,137.4863
735,66.63726,120.3137
736,68.0873,127.3013
737,66.57052,135.6863
738,69.02398,130.9462
739,65.25753,123.4155
740,67.95903,115.2646
741,70.25009,142.8251
742,67.69421,127.8233
743,67.88791,126.7626
744,66.89627,114.3175
745,69.40222,126.5053
746,65.91937,120.2951
747,68.88487,130.892
748,64.45511,117.3622
749,68.82192,129.0373
750,66.44909,127.9841
751,70.23944,142.1361
752,69.67951,134.4281
753,67.11564,139.5681
754,72.70475,106.6605
755,69.86498,151.5925
756,69.25188,149.0548
757,67.80891,119.3174
758,67.73859,139.3895
759,64.91946,130.5654
760,65.72831,129.9469
761,70.30731,113.6596
762,70.83387,132.0587
763,70.90598,144.8867
764,67.66742,139.2905
765,64.21849,121.3899
766,66.59713,131.487
767,65.5471,119.9587
768,69.72107,135.1331
769,67.46023,123.9729
770,63.97761,114.6071
771,66.29498,125.3838
772,71.20184,146.1089
773,64.29036,129.8863
774,70.97786,149.5895
775,65.91279,101.2434
776,66.31277,118.3945
777,63.69299,127.3114
778,65.24029,116.5097
779,66.23757,122.995
780,68.79529,144.5481
781,65.80509,121.3762
782,69.04324,120.7318
783,67.17639,121.491
784,67.63395,123.3522
785,70.38866,118.807
786,68.87869,137.271
787,71.0227,140.9263
788,66.86196,129.0709
789,67.53056,117.9915
790,66.66933,131.2186
791,66.8761,135.8472
792,65.69418,125.5996
793,66.66889,111.8507
794,65.90324,117.2595
795,67.13351,109.3082
796,70.41567,146.7498
797,64.74233,113.5996
798,66.39716,102.9907
799,68.79098,141.218
800,67.12544,134.5897
801,67.56717,123.1061
802,64.90942,116.9994
803,64.47771,122.9159
804,69.56671,131.8861
805,70.345,138.3456
806,69.42301,116.2255
807,69.58501,116.3081
808,69.02413,120.2068
809,69.74866,136.4338
810,65.81341,127.2974
811,67.97544,132.68
812,65.52678,114.9083
813,69.87618,136.4152
814,68.33275,131.6805
815,63.83814,110.9801
816,68.68398,136.8724
817,72.48928,138.7557
818,64.89306,118.7128
819,69.19612,119.4294
820,67.55757,134.5066
821,64.29405,111.3888
822,69.22875,140.783
823,69.39472,124.5088
824,68.26403,141.0864
825,68.25133,115.4675
826,67.72313,112.5397
827,69.07487,129.1519
828,67.8991,110.5785
829,66.1459,117.1214
830,66.99225,121.0608
831,67.72864,117.6713
832,65.54355,114.8749
833,68.16586,120.86
834,69.65687,130.2491
835,66.16885,115.675
836,72.17516,134.4131
837,68.515,118.9934
838,67.75061,125.6399
839,66.17127,132.3032
840,67.13762,115.8561
841,65.43275,111.7034
842,66.87048,146.4228
843,67.10856,110.8966
844,67.96208,118.2419
845,68.33367,112.2217
846,68.13277,139.2003
847,71.36236,142.3522
848,67.17176,134.8531
849,67.00587,124.613
850,67.99529,136.5186
851,64.71503,133.1455
852,65.91096,117.1655
853,66.53339,124.0166
854,64.87852,119.364
855,69.63007,136.5389
856,69.10476,128.0676
857,68.89342,133.1669
858,67.55181,129.5468
859,68.46986,143.989
860,69.96413,141.4657
861,70.53792,125.9055
862,66.40088,126.6422
863,64.20227,124.2804
864,67.58203,107.7908
865,63.93049,108.3559
866,68.50491,122.4066
867,70.54483,142.3329
868,63.55164,119.2598
869,65.41373,125.9004
870,66.5818,131.6912
871,70.86609,144.0689
872,69.58091,131.7444
873,67.62197,96.74634
874,68.76344,132.7511
875,67.98509,135.5365
876,68.52986,130.1434
877,73.2731,120.6557
878,69.24463,126.2716
879,66.246,128.8387
880,66.82473,115.1647
881,67.36956,128.4464
882,64.68249,116.3063
883,65.9685,121.0642
884,67.26527,115.5412
885,65.83005,123.3074
886,68.04704,131.5455
887,66.85504,111.9391
888,68.26068,121.9934
889,68.63648,129.2673
890,66.43953,104.0047
891,63.58595,131.2403
892,65.03428,99.61482
893,66.58063,118.7891
894,68.88741,115.4759
895,68.97025,144.2462
896,65.59731,128.8394
897,65.63768,103.3615
898,63.58121,115.9351
899,68.0356,132.248
900,65.6959,121.712
901,69.05579,114.318
902,69.48346,133.2048
903,68.18722,118.3686
904,68.45227,122.7969
905,68.53173,133.5063
906,68.78389,141.022
907,66.94081,129.4569
908,67.15813,122.3345
909,68.04662,127.0141
910,67.37221,137.1801
911,66.67827,108.1567
912,69.91828,129.1403
913,67.89566,118.2086
914,67.42686,130.3149
915,68.72155,134.1575
916,66.80934,127.5672
917,69.64298,121.5795
918,68.77062,142.0926
919,68.87056,131.1289
920,69.95125,130.8579
921,66.19549,134.9518
922,69.13393,125.6548
923,67.78014,114.3622
924,67.36696,118.6315
925,68.10303,120.6951
926,68.62922,134.0348
927,67.40557,129.7861
928,71.68515,121.8591
929,68.42296,121.4696
930,67.71834,124.1642
931,69.48856,131.6375
932,67.94108,131.225
933,68.0189,129.3333
934,64.77087,106.5228
935,68.7643,138.8232
936,68.69784,123.3024
937,69.2305,146.7603
938,65.19143,115.6044
939,67.07434,137.5925
940,67.44722,120.0132
941,67.1234,123.9595
942,68.66772,128.1246
943,65.22732,115.8697
944,70.49459,141.9638
945,69.06944,159.9584
946,68.93595,128.5597
947,67.52547,148.9945
948,67.72767,128.2164
949,65.83821,133.1072
950,64.65454,116.1862
951,64.18633,118.4759
952,70.30789,135.1908
953,68.19205,114.4343
954,70.26048,142.8739
955,71.52565,142.5129
956,69.8469,150.5891
957,68.17589,135.8612
958,68.10873,141.6847
959,65.76655,122.0769
960,72.00809,144.9995
961,62.95883,122.8187
962,66.10796,114.8271
963,70.76125,131.4654
964,68.65728,118.4992
965,66.32968,129.7132
966,69.09455,127.3372
967,67.67479,119.5261
968,71.40333,143.8659
969,69.66398,133.2072
970,65.61686,124.6061
971,69.4656,131.2397
972,66.10635,119.1248
973,68.38556,133.6644
974,67.60891,130.389
975,68.99719,126.3192
976,68.04173,118.3399
977,70.23199,134.3019
978,68.12511,116.4182
979,68.96422,126.6954
980,69.76692,131.342
981,66.2936,114.019
982,68.34561,133.09
983,67.81685,147.8495
984,66.5626,108.4966
985,68.3559,123.0197
986,67.95071,147.4028
987,68.67927,120.8432
988,67.70956,120.9284
989,71.326,133.6295
990,66.08131,110.8231
991,71.32231,127.1985
992,66.60224,124.7741
993,70.52744,131.0845
994,70.52695,151.5058
995,66.9078,114.6637
996,69.76635,146.4205
997,67.07427,125.4388
998,68.20849,133.9785
999,67.72857,119.5459
1000,62.73809,105.2201
1001,69.80063,145.7116
1002,68.68777,114.4842
1003,66.96134,122.761
1004,67.53562,123.3362
1005,70.12917,131.9033
1006,71.10272,130.4239
1007,65.31898,112.9453
1008,67.80949,131.0862
1009,68.16393,131.1518
1010,69.14416,123.9601
1011,68.69462,130.1342
1012,64.65699,111.5398
1013,68.20571,133.0472
1014,67.83951,133.1991
1015,67.66798,118.3373
1016,66.79704,122.6614
1017,71.61624,140.3879
1018,67.46212,139.4874
1019,68.94879,134.6874
1020,67.24519,111.6843
1021,67.89908,128.0993
1022,70.83539,151.0733
1023,68.63272,128.2595
1024,69.44148,139.7399
1025,64.04389,103.6805
1026,65.78822,134.2213
1027,69.43162,145.1667
1028,66.59033,119.8506
1029,67.55168,118.5889
1030,67.95057,132.93
1031,65.38313,115.8133
1032,69.7042,126.8603
1033,65.04762,112.8743
1034,65.52461,113.7172
1035,67.29108,124.9753
1036,65.67569,132.4576
1037,66.84266,112.5571
1038,70.83038,133.8104
1039,73.38057,154.3189
1040,68.86103,148.8058
1041,67.83647,131.4485
1042,67.21913,123.7812
1043,68.38443,143.1785
1044,65.02611,131.0273
1045,69.14007,137.3179
1046,67.86012,138.798
1047,67.00791,114.4926
1048,69.04489,125.9477
1049,70.32482,136.9369
1050,67.92821,140.6105
1051,67.81543,120.4567
1052,69.77845,122.691
1053,69.44983,132.0852
1054,69.75067,136.7792
1055,65.4401,105.3289
1056,70.00062,139.8029
1057,66.74043,123.4565
1058,66.5915,111.3977
1059,67.09825,121.1429
1060,70.53564,135.206
1061,72.02569,124.1535
1062,68.16218,130.9283
1063,72.92955,141.9961
1064,67.6002,120.1248
1065,68.30339,113.878
1066,69.95361,141.0113
1067,68.47204,131.8399
1068,70.27339,149.3882
1069,64.7808,125.8367
1070,66.39326,110.6721
1071,68.12778,112.1998
1072,69.57597,106.1963
1073,67.63532,119.8268
1074,65.75023,127.4329
1075,65.00921,84.26295
1076,72.76728,158.5479
1077,65.89625,136.3139
1078,66.64719,150.0087
1079,68.87788,139.7284
1080,66.52495,123.7826
1081,68.2984,121.2823
1082,65.10069,104.1238
1083,67.52133,123.9019
1084,68.41184,125.8553
1085,69.41298,130.348
1086,65.95292,130.1628
1087,67.11625,111.0254
1088,69.13512,125.715
1089,69.68608,134.7518
1090,68.79234,125.5644
1091,67.50827,122.1101
1092,63.99095,123.6623
1093,67.25436,142.156
1094,64.87945,124.8061
1095,66.83788,142.0706
1096,67.66967,103.1117
1097,66.04055,121.2501
1098,67.40001,121.7106
1099,66.96213,126.4268
1100,70.20609,126.7617
1101,68.82166,125.858
1102,70.5403,142.2364
1103,67.4369,126.8241
1104,69.20993,131.5479
1105,67.68872,109.8541
1106,66.88095,128.2978
1107,68.7292,144.2782
1108,69.89967,126.9552
1109,67.91023,128.8423
1110,68.01206,130.4737
1111,65.45636,124.7121
1112,65.82405,117.3282
1113,71.87742,145.386
1114,68.16672,107.975
1115,69.64799,129.1334
1116,68.88409,124.0698
1117,70.41624,148.9906
1118,73.58262,141.6525
1119,67.33573,118.4924
1120,70.97634,121.217
1121,69.12623,136.913
1122,69.0029,124.9629
1123,66.26159,125.5437
1124,66.87869,111.5493
1125,70.78203,151.4922
1126,66.17566,105.552
1127,70.30886,134.2011
1128,66.17,112.3456
1129,69.69795,143.2327
1130,68.65431,140.2481
1131,68.38301,134.017
1132,64.82273,112.1695
1133,68.04474,134.0615
1134,66.22794,114.482
1135,68.91669,129.7441
1136,67.70408,122.2612
1137,67.71518,133.3581
1138,66.30752,108.9388
1139,66.46308,147.6569
1140,67.18215,127.5982
1141,67.77306,138.4305
1142,67.99082,135.9919
1143,68.53661,121.9863
1144,67.23027,117.1627
1145,67.57397,132.4176
1146,69.47428,139.4867
1147,67.62251,131.9704
1148,67.33892,133.2337
1149,69.96297,131.029
1150,68.58748,124.3152
1151,64.69989,107.3891
1152,65.1243,107.6247
1153,69.29465,137.8696
1154,67.35986,117.0648
1155,68.74487,132.2867
1156,67.3335,128.6592
1157,66.27357,144.6287
1158,65.01169,115.4612
1159,69.1402,119.6141
1160,66.91329,119.7384
1161,68.11275,106.676
